discount_factor,learning_rate,episodes,decay,iterations,average_steps,average_reward
0.9,0.01,5,0.01,50,200.0,-200.0
0.9,0.01,5,0.01,100,200.0,-200.0
0.9,0.01,10,0.01,50,200.0,-200.0
0.9,0.01,10,0.01,100,200.0,-200.0
0.9,0.01,15,0.01,50,200.0,-200.0
0.9,0.01,15,0.01,100,200.0,-200.0
